sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model,checkpoint,n_params
Kara's loud neighbors made so much racket that it made the racket her kids were making seem like nothing.,racket,subordinate,yes,no,10.603998184204102,10.603998184204102,10.603998184204102,12.149794578552246,10.629576683044434,1, racket,True,EleutherAI/pythia-70m,1,70426624
Kara's loud neighbors made so much noise that it made the racket her kids were making seem like nothing.,racket,subordinate,no,no,10.43671703338623,10.43671703338623,10.43671703338623,12.15444278717041,10.652429580688477,1, racket,True,EleutherAI/pythia-70m,1,70426624
"Susan's job was to clean the stall and pen every day, which was easy except that the pen was a mess.",pen,subordinate,yes,no,11.04531478881836,11.04531478881836,11.04531478881836,11.24141788482666,10.992270469665527,1, pen,True,EleutherAI/pythia-70m,1,70426624
"Susan's job was to clean the barn each day, which was easy except that the pen was a mess.",pen,subordinate,no,no,11.071843147277832,11.071843147277832,11.071843147277832,11.30746078491211,10.96249008178711,1, pen,True,EleutherAI/pythia-70m,1,70426624
"The votes between disco and ball for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,yes,no,11.201921463012695,11.201921463012695,11.201921463012695,11.831192016601562,10.45266056060791,1, ball,True,EleutherAI/pythia-70m,1,70426624
"The votes for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,no,no,11.408435821533203,11.408435821533203,11.408435821533203,11.831941604614258,10.597298622131348,1, ball,True,EleutherAI/pythia-70m,1,70426624
"When Joe found the flooded bank, he grabbed his boots before walking along the bank to work.",bank,subordinate,yes,no,10.414742469787598,10.414742469787598,10.414742469787598,10.673707962036133,10.304393768310547,1, bank,True,EleutherAI/pythia-70m,1,70426624
"When Joe found the flooded river, he grabbed his boots before walking along the bank to work.",bank,subordinate,no,no,10.427692413330078,10.427692413330078,10.427692413330078,10.570068359375,10.314058303833008,1, bank,True,EleutherAI/pythia-70m,1,70426624
At the museum the kids saw the machine for sending a wire and each student sent a wire to a friend.,wire,subordinate,yes,no,11.440244674682617,11.440244674682617,11.440244674682617,10.278877258300781,11.206798553466797,1, wire,True,EleutherAI/pythia-70m,1,70426624
At the museum the kids saw the machine for sending a telegram and each student sent a wire to a friend.,wire,subordinate,no,no,11.430817604064941,11.430817604064941,11.430817604064941,10.282156944274902,11.086718559265137,1, wire,True,EleutherAI/pythia-70m,1,70426624
"The hunting lodge was full of antlers and horns, but most impressive was the rhino horn hanging on the wall.",horn,subordinate,yes,no,11.510438919067383,11.510438919067383,11.510438919067383,11.654963493347168,10.635244369506836,1, horn,True,EleutherAI/pythia-70m,1,70426624
"The hunting lodge was full of trophies, but most impressive was the rhino horn hanging on the wall.",horn,subordinate,no,no,11.334052085876465,11.334052085876465,11.334052085876465,11.79656982421875,10.757513046264648,1, horn,True,EleutherAI/pythia-70m,1,70426624
"Jamie wanted to go on a tour of the treasury and the mint, but on Mondays the mint was closed to the public.",mint,subordinate,yes,no,11.18464469909668,11.18464469909668,11.18464469909668,12.09105110168457,12.21888256072998,1, mint,True,EleutherAI/pythia-70m,1,70426624
"Jamie wanted to go on a tour of where money is made, but on Mondays the mint was closed to the public.",mint,subordinate,no,no,11.258831024169922,11.258831024169922,11.258831024169922,12.1438570022583,12.200212478637695,1, mint,True,EleutherAI/pythia-70m,1,70426624
Pam had to decide whether to fly first-class or coach; she decided to fly coach because the ticket was cheaper.,coach,subordinate,yes,no,11.148151397705078,11.148151397705078,11.148151397705078,10.768102645874023,12.022603988647461,1, coach,True,EleutherAI/pythia-70m,1,70426624
Pam had to decide whether or not to fly in first-class; she decided to fly coach because the ticket was cheaper.,coach,subordinate,no,no,11.222257614135742,11.222257614135742,11.222257614135742,10.709714889526367,12.061702728271484,1, coach,True,EleutherAI/pythia-70m,1,70426624
"To tend a hot fire, it's best to use a stick or a poker, but when it's really hot a metal poker can burn you.",poker,subordinate,yes,no,11.353282928466797,11.353282928466797,11.353282928466797,10.783220291137695,12.016630172729492,1, poker,True,EleutherAI/pythia-70m,1,70426624
"To tend a hot fire, it's best to use a stick or tool, but when it's really hot a metal poker can burn you.",poker,subordinate,no,no,11.316999435424805,11.316999435424805,11.316999435424805,10.815155029296875,12.007756233215332,1, poker,True,EleutherAI/pythia-70m,1,70426624
"Even though the pet store had cute huskies and boxers, John had no difficulty picking the boxer puppy for his son.",boxer,subordinate,yes,no,10.092113494873047,22.129624366760254,11.064812183380127,10.966033935546875,11.103187561035156,2, boxer,True,EleutherAI/pythia-70m,1,70426624
"Even though the pet store had many cute puppies, John had no difficulty picking the boxer puppy for his son.",boxer,subordinate,no,no,10.005847930908203,21.994954109191895,10.997477054595947,11.153182983398438,11.014758110046387,2, boxer,True,EleutherAI/pythia-70m,1,70426624
"The president began the meeting with his cabinet and advisors, but only the cabinet was allowed to stay for the end.",cabinet,subordinate,yes,no,11.169079780578613,11.169079780578613,11.169079780578613,11.800395965576172,11.703546524047852,1, cabinet,True,EleutherAI/pythia-70m,1,70426624
"The president began the meeting with all his advisors, but only the cabinet was allowed to stay for the end.",cabinet,subordinate,no,no,11.050922393798828,11.050922393798828,11.050922393798828,11.807669639587402,11.743494987487793,1, cabinet,True,EleutherAI/pythia-70m,1,70426624
"Martin saw the perfect engagement ring and wedding band set, but was disappointed when the band was sold out.",band,subordinate,yes,no,11.04512882232666,11.04512882232666,11.04512882232666,12.227425575256348,12.500326156616211,1, band,True,EleutherAI/pythia-70m,1,70426624
"Martin saw the perfect engagement ring set, but was disappointed when the band was sold out.",band,subordinate,no,no,10.977935791015625,10.977935791015625,10.977935791015625,12.176965713500977,12.419875144958496,1, band,True,EleutherAI/pythia-70m,1,70426624
"On the flute certain notes are hard to play, but they are not as bad as the same notes on the oboe.",notes,subordinate,yes,yes,11.124723434448242,11.124723434448242,11.124723434448242,10.81173324584961,11.505311965942383,1, notes,True,EleutherAI/pythia-70m,1,70426624
"On the flute certain sounds are hard to play, but they are not as bad as the same notes on the oboe.",notes,subordinate,no,yes,11.080578804016113,11.080578804016113,11.080578804016113,10.746600151062012,11.56355094909668,1, notes,True,EleutherAI/pythia-70m,1,70426624
"The sound problem could only be due to either the speaker or the cable, it turned out that the speaker was broken.",speaker,subordinate,yes,no,12.920977592468262,12.920977592468262,12.920977592468262,11.546660423278809,11.97707748413086,1, speaker,True,EleutherAI/pythia-70m,1,70426624
"The sound problem could only be due to a few things, it turned out that the speaker was broken.",speaker,subordinate,no,no,13.1730375289917,13.1730375289917,13.1730375289917,11.429529190063477,12.17288875579834,1, speaker,True,EleutherAI/pythia-70m,1,70426624
"Erin knew to check the map's legend to figure out what the symbols meant, but there was no legend on her map.",legend,subordinate,yes,no,11.088705062866211,11.088705062866211,11.088705062866211,10.86716079711914,11.12704849243164,1, legend,True,EleutherAI/pythia-70m,1,70426624
"Erin knew to check the map to figure out what the symbols meant, but there was no legend on her map.",legend,subordinate,no,no,11.025223731994629,11.025223731994629,11.025223731994629,10.705281257629395,11.173548698425293,1, legend,True,EleutherAI/pythia-70m,1,70426624
"Kayla was hoping to get a condo on the fourth story, but the best they had was the third story so she didn't buy it.",story,subordinate,yes,no,12.055231094360352,12.055231094360352,12.055231094360352,9.893678665161133,10.928805351257324,1, story,True,EleutherAI/pythia-70m,1,70426624
"Kayla was hoping to get a condo on the fourth floor, but the best they had was the third story so she didn't buy it.",story,subordinate,no,no,11.930476188659668,11.930476188659668,11.930476188659668,9.92779541015625,10.842592239379883,1, story,True,EleutherAI/pythia-70m,1,70426624
"No one wants to live near an electrical station or a plant, so the homes next to the plant were vacant.",plant,subordinate,yes,no,11.286452293395996,11.286452293395996,11.286452293395996,10.260725021362305,12.364456176757812,1, plant,True,EleutherAI/pythia-70m,1,70426624
"No one wants to live near manufacturing facilities, so the homes next to the plant were vacant.",plant,subordinate,no,no,11.672176361083984,11.672176361083984,11.672176361083984,10.2785062789917,12.381492614746094,1, plant,True,EleutherAI/pythia-70m,1,70426624
"After hiking Mike had some cuts on his feet and a corn on one toe, after the walk home he had a corn on each foot.",corn,subordinate,yes,no,11.368574142456055,11.368574142456055,11.368574142456055,12.059111595153809,11.995233535766602,1, corn,True,EleutherAI/pythia-70m,1,70426624
"After hiking Mike had some cuts on his feet, after the walk home he had a corn on each foot.",corn,subordinate,no,no,11.258520126342773,11.258520126342773,11.258520126342773,12.015792846679688,12.038991928100586,1, corn,True,EleutherAI/pythia-70m,1,70426624
"Paul had only seen nuns in black habits, so when he saw a group of nuns in dark blue habits he was very surprised.",habits,subordinate,yes,yes,10.481389999389648,10.481389999389648,10.481389999389648,11.444303512573242,11.35255241394043,1, habits,True,EleutherAI/pythia-70m,1,70426624
"Paul had only seen nuns in black clothes, so when he saw a group of nuns in dark blue habits he was very surprised.",habits,subordinate,no,yes,10.434381484985352,10.434381484985352,10.434381484985352,11.407319068908691,11.387043952941895,1, habits,True,EleutherAI/pythia-70m,1,70426624
"The dentist suggested a root canal and crown, but Todd could only get a crown because he didn't have much money.",crown,subordinate,yes,no,10.207547187805176,10.207547187805176,10.207547187805176,11.103935241699219,10.890869140625,1, crown,True,EleutherAI/pythia-70m,1,70426624
"The dentist suggested a few different treatments, but Todd could only get a crown because he didn't have much money.",crown,subordinate,no,no,10.087488174438477,10.087488174438477,10.087488174438477,11.007129669189453,10.840850830078125,1, crown,True,EleutherAI/pythia-70m,1,70426624
"His lawyer assured him that he could beat the first law suit, but the second law suit would be a challenge.",suit,subordinate,yes,no,11.785478591918945,11.785478591918945,11.785478591918945,10.804323196411133,11.581086158752441,1, suit,True,EleutherAI/pythia-70m,1,70426624
"His lawyer assured him that he could beat the first case, but the second law suit would be a challenge.",suit,subordinate,no,no,11.76655387878418,11.76655387878418,11.76655387878418,10.790962219238281,11.746623992919922,1, suit,True,EleutherAI/pythia-70m,1,70426624
"The walls looked ok after the first coat finished drying, but Katie applied a second coat to really make them pop.",coat,subordinate,yes,no,11.84090805053711,11.84090805053711,11.84090805053711,11.104249954223633,10.888436317443848,1, coat,True,EleutherAI/pythia-70m,1,70426624
"The walls looked ok after the paint finished drying, but Katie applied a second coat to really make them pop.",coat,subordinate,no,no,11.758330345153809,11.758330345153809,11.758330345153809,11.079543113708496,10.815628051757812,1, coat,True,EleutherAI/pythia-70m,1,70426624
"Evan went to the movie premier in hopes of meeting his two favorite stars, but one of the stars didn't show up.",stars,subordinate,yes,yes,10.227703094482422,10.227703094482422,10.227703094482422,11.255843162536621,11.125293731689453,1, stars,True,EleutherAI/pythia-70m,1,70426624
"Evan went to the movie premier in hopes of meeting his two favorite actors, but one of the stars didn't show up.",stars,subordinate,no,yes,10.150530815124512,10.150530815124512,10.150530815124512,11.407279968261719,11.163840293884277,1, stars,True,EleutherAI/pythia-70m,1,70426624
"As best man, Kurt's jobs were to hold the rings and give a toast, which was fine except the toast made him nervous.",toast,subordinate,yes,no,11.574739456176758,11.574739456176758,11.574739456176758,11.009952545166016,12.070746421813965,1, toast,True,EleutherAI/pythia-70m,1,70426624
"As best man, Kurt's jobs were to say a few words at the reception, which was fine except the toast made him nervous.",toast,subordinate,no,no,11.45963191986084,11.45963191986084,11.45963191986084,11.025605201721191,11.973991394042969,1, toast,True,EleutherAI/pythia-70m,1,70426624
In early spring Lara plants tulip bulbs and by the middle of spring the bulbs begin to sprout.,bulbs,subordinate,yes,yes,10.064082145690918,10.064082145690918,10.064082145690918,11.664182662963867,10.024030685424805,1, bulbs,True,EleutherAI/pythia-70m,1,70426624
In early spring Lara plants tulips and by the middle of spring the bulbs begin to sprout.,bulbs,subordinate,no,yes,10.147205352783203,10.147205352783203,10.147205352783203,11.583702087402344,9.946582794189453,1, bulbs,True,EleutherAI/pythia-70m,1,70426624
"When the shepherd lost his supplies and staff, he had to use a stick as his staff that day on the trail.",staff,subordinate,yes,no,11.22445297241211,11.22445297241211,11.22445297241211,11.901182174682617,11.095203399658203,1, staff,True,EleutherAI/pythia-70m,1,70426624
"When the shepherd lost his supplies, he had to use a stick as his staff that day on the trail.",staff,subordinate,no,no,11.207812309265137,11.207812309265137,11.207812309265137,12.038331031799316,11.079774856567383,1, staff,True,EleutherAI/pythia-70m,1,70426624
"Although the election for department chair was usually very close, this year the chair was elected unanimously.",chair,subordinate,yes,no,10.355769157409668,10.355769157409668,10.355769157409668,11.784210205078125,11.384902954101562,1, chair,True,EleutherAI/pythia-70m,1,70426624
"Although the election for department head was usually very close, this year the chair was elected unanimously",chair,subordinate,no,no,10.472975730895996,10.472975730895996,10.472975730895996,11.841818809509277,11.491904258728027,1, chair,True,EleutherAI/pythia-70m,1,70426624
"Emily hated eating food with seeds or a pit, so she was upset to find a pit in the exotic fruit she tried.",pit,subordinate,yes,no,11.268470764160156,11.268470764160156,11.268470764160156,10.352337837219238,10.771173477172852,1, pit,True,EleutherAI/pythia-70m,1,70426624
"Emily hated eating food with inedible parts inside, so she was upset to find a pit in the exotic fruit she tried.",pit,subordinate,no,no,11.412773132324219,11.412773132324219,11.412773132324219,10.718683242797852,10.850545883178711,1, pit,True,EleutherAI/pythia-70m,1,70426624
"The ship docked at the port, but the sailors didn't want to stay in the port that evening.",port,dominant,yes,no,11.547574043273926,11.547574043273926,11.547574043273926,11.586584091186523,11.308707237243652,1, port,True,EleutherAI/pythia-70m,1,70426624
"The ship docked at the harbor, but the sailors didn't want to stay in the port that evening.",port,dominant,no,no,11.629289627075195,11.629289627075195,11.629289627075195,11.468481063842773,11.28361988067627,1, port,True,EleutherAI/pythia-70m,1,70426624
"The food could be weighed with a balance or scale, but Marcy chose a scale because it was more precise",scale,dominant,yes,no,9.462751388549805,9.462751388549805,9.462751388549805,10.560190200805664,11.614988327026367,1, scale,True,EleutherAI/pythia-70m,1,70426624
"The food could be weighed a few different ways, but Marcy chose a scale because it was more precise.",scale,dominant,no,no,9.6170015335083,9.6170015335083,9.6170015335083,10.691253662109375,11.602371215820312,1, scale,True,EleutherAI/pythia-70m,1,70426624
"The waitress offered them seats at the bar or a table, but the couple chose a table because it was private",table,dominant,yes,no,11.389263153076172,11.389263153076172,11.389263153076172,11.163025856018066,11.750571250915527,1, table,True,EleutherAI/pythia-70m,1,70426624
"The waitress offered them seats at the bar, but the couple chose a table because it was private.",table,dominant,no,no,11.448474884033203,11.448474884033203,11.448474884033203,11.203847885131836,11.655706405639648,1, table,True,EleutherAI/pythia-70m,1,70426624
"Paul had to decide between an emerald or diamond ring, he picked the diamond because his wife liked them best.",diamond,dominant,yes,no,11.480568885803223,11.480568885803223,11.480568885803223,10.037755012512207,12.195249557495117,1, diamond,True,EleutherAI/pythia-70m,1,70426624
"Paul had to decide between many different rings, he picked the diamond because his wife liked them best.",diamond,dominant,no,no,11.492240905761719,11.492240905761719,11.492240905761719,10.124028205871582,12.268653869628906,1, diamond,True,EleutherAI/pythia-70m,1,70426624
"Mark was shocked to discover that although he paid his bills on time, this month his water bill contained a late fee",bill,dominant,yes,no,11.445121765136719,11.445121765136719,11.445121765136719,10.198047637939453,10.748614311218262,1, bill,True,EleutherAI/pythia-70m,1,70426624
"Mark was shocked to discover that although he paid on time, this month his water bill contained a late fee.",bill,dominant,no,no,11.434988021850586,11.434988021850586,11.434988021850586,10.142498970031738,10.776105880737305,1, bill,True,EleutherAI/pythia-70m,1,70426624
"Anne was excited because she got a new tennis net and racket for Christmas, but the racket was the wrong size.",racket,dominant,yes,no,10.569290161132812,10.569290161132812,10.569290161132812,11.438471794128418,11.435152053833008,1, racket,True,EleutherAI/pythia-70m,1,70426624
"Anne was excited because she got new tennis equipment for Christmas, but the racket was the wrong size.",racket,dominant,no,no,10.611174583435059,10.611174583435059,10.611174583435059,11.312286376953125,11.419380187988281,1, racket,True,EleutherAI/pythia-70m,1,70426624
"The form could be filled out in pencil or pen, but Kelly used pen so her answers couldn't be accidentally erased.",pen,dominant,yes,no,11.938720703125,11.938720703125,11.938720703125,10.397448539733887,10.961155891418457,1, pen,True,EleutherAI/pythia-70m,1,70426624
"The form could be filled out with any utensil, but Kelly used pen so her answers couldn't be accidentally erased.",pen,dominant,no,no,11.691879272460938,11.691879272460938,11.691879272460938,10.447378158569336,11.048138618469238,1, pen,True,EleutherAI/pythia-70m,1,70426624
"Carl brought a frisbee and a ball to the park, but his dog only wanted to play with the ball that day",ball,dominant,yes,no,11.415672302246094,11.415672302246094,11.415672302246094,10.987529754638672,10.797639846801758,1, ball,True,EleutherAI/pythia-70m,1,70426624
"Carl brought many toys to play fetch in the park, but his dog only wanted to play with the ball that day.",ball,dominant,no,no,11.300741195678711,11.300741195678711,11.300741195678711,11.070293426513672,10.833913803100586,1, ball,True,EleutherAI/pythia-70m,1,70426624
"When he saw that the bank was closed, Peter went to get coffee before going to the bank to cash his check.",bank,dominant,yes,no,10.203071594238281,10.203071594238281,10.203071594238281,10.756342887878418,11.27283763885498,1, bank,True,EleutherAI/pythia-70m,1,70426624
"When he saw that the teller line was long, Peter went to get coffee before going to the bank to cash his check.",bank,dominant,no,no,10.150137901306152,10.150137901306152,10.150137901306152,10.708267211914062,11.326848983764648,1, bank,True,EleutherAI/pythia-70m,1,70426624
"Carly was trying to connect the battery to the proper wire, but she grabbed the wrong wire and got shocked.",wire,dominant,yes,no,10.320168495178223,10.320168495178223,10.320168495178223,10.827465057373047,12.81635570526123,1, wire,True,EleutherAI/pythia-70m,1,70426624
"Carly was trying to connect the battery properly, but she grabbed the wrong wire and got shocked.",wire,dominant,no,no,10.353012084960938,10.353012084960938,10.353012084960938,10.900697708129883,12.7935791015625,1, wire,True,EleutherAI/pythia-70m,1,70426624
"In the city you hear many car alarms and horns, but the car horns are less annoying because they are quieter.",horns,dominant,yes,yes,9.837287902832031,9.837287902832031,9.837287902832031,11.497956275939941,11.067465782165527,1, horns,True,EleutherAI/pythia-70m,1,70426624
"In the city you hear many loud sounds, but the car horns are less annoying because they are quieter.",horns,dominant,no,yes,9.73052978515625,9.73052978515625,9.73052978515625,11.25837516784668,11.014457702636719,1, horns,True,EleutherAI/pythia-70m,1,70426624
"Shannon offered him candy or a mint, but he picked a mint because his breath was terrible.",mint,dominant,yes,no,12.059770584106445,12.059770584106445,12.059770584106445,10.54271411895752,11.932319641113281,1, mint,True,EleutherAI/pythia-70m,1,70426624
"Shannon offered him multiple candies, but he picked a mint because his breath was terrible.",mint,dominant,no,no,11.862043380737305,11.862043380737305,11.862043380737305,10.613526344299316,11.939765930175781,1, mint,True,EleutherAI/pythia-70m,1,70426624
"Eric gave permission slips to both his teacher and coach, but his strict coach refused to let him miss practice.",coach,dominant,yes,no,10.953421592712402,10.953421592712402,10.953421592712402,11.438394546508789,11.085783004760742,1, coach,True,EleutherAI/pythia-70m,1,70426624
"Eric gave permission slips to his school authorities, but his strict coach refused to let him miss practice.",coach,dominant,no,no,10.95145034790039,10.95145034790039,10.95145034790039,11.333443641662598,10.970529556274414,1, coach,True,EleutherAI/pythia-70m,1,70426624
"The teens knew how to play rummy or poker, but they decided to play poker because they wanted to win money.",poker,dominant,yes,no,11.61107063293457,11.61107063293457,11.61107063293457,11.287317276000977,10.273368835449219,1, poker,True,EleutherAI/pythia-70m,1,70426624
"The teens knew how to play a few card games, but they decided to play poker because they wanted to win money.",poker,dominant,no,no,11.779708862304688,11.779708862304688,11.779708862304688,11.33121395111084,10.279178619384766,1, poker,True,EleutherAI/pythia-70m,1,70426624
"Scott was a wrestler and a boxer when he was young, but being a boxer gave him arthritis.",boxer,dominant,yes,no,10.534472465515137,22.55503749847412,11.27751874923706,10.843098640441895,11.184867858886719,2, boxer,True,EleutherAI/pythia-70m,1,70426624
"Scott was a wrestler and a fighter when he was young, but being a boxer gave him arthritis.",boxer,dominant,no,no,10.528264999389648,22.569981575012207,11.284990787506104,10.832891464233398,11.127013206481934,2, boxer,True,EleutherAI/pythia-70m,1,70426624
"The builder was supposed to put in the new kitchen counter and cabinets, but the selected cabinet style was sold out.",cabinet,dominant,yes,yes,10.282308578491211,10.282308578491211,10.282308578491211,10.412796974182129,11.580741882324219,1, cabinet,True,EleutherAI/pythia-70m,1,70426624
"The builder was supposed to put in the new kitchen, but the selected cabinet style was sold out.",cabinet,dominant,no,yes,10.266711235046387,10.266711235046387,10.266711235046387,10.541078567504883,11.579418182373047,1, cabinet,True,EleutherAI/pythia-70m,1,70426624
"Mark's favorite band was playing in his town, but back stage passes to meet the band members were sold out.",band,dominant,yes,no,10.876312255859375,10.876312255859375,10.876312255859375,11.24894905090332,10.792044639587402,1, band,True,EleutherAI/pythia-70m,1,70426624
"Mark's favorite music group was playing in his town, but back stage passes to meet the band members were sold out.",band,dominant,no,no,11.037277221679688,11.037277221679688,11.037277221679688,11.235809326171875,10.746360778808594,1, band,True,EleutherAI/pythia-70m,1,70426624
"Maddy always paid attention and took notes, but when she was sick she had to get a copy of the notes from her friend.",notes,dominant,yes,yes,11.166191101074219,11.166191101074219,11.166191101074219,10.86599063873291,11.097295761108398,1, notes,True,EleutherAI/pythia-70m,1,70426624
"Maddy always paid attention and took notes, but when she was sick she had to get a copy of the notes from her friend.",notes,dominant,no,yes,11.166191101074219,11.166191101074219,11.166191101074219,10.86599063873291,11.097295761108398,1, notes,True,EleutherAI/pythia-70m,1,70426624
"Marge was responsible for finding a graduation speaker, so when the speaker canceled last minute she was fired.",speaker,dominant,yes,no,12.506763458251953,12.506763458251953,12.506763458251953,10.818744659423828,11.84334659576416,1, speaker,True,EleutherAI/pythia-70m,1,70426624
"Marge was responsible for organizing the graduation ceremony, so when the speaker canceled last minute she was fired.",speaker,dominant,no,no,12.404760360717773,12.404760360717773,12.404760360717773,10.882883071899414,11.669700622558594,1, speaker,True,EleutherAI/pythia-70m,1,70426624
"For class the kids had to write a poem or a legend, but everyone wrote a legend because it was easier.",legend,dominant,yes,no,11.2198486328125,11.2198486328125,11.2198486328125,10.740216255187988,11.689443588256836,1, legend,True,EleutherAI/pythia-70m,1,70426624
For class the kids had to write some kind of tall-tale; everyone wrote a legend because it was easier.,legend,dominant,no,no,11.49057388305664,11.49057388305664,11.49057388305664,10.681715965270996,11.571297645568848,1, legend,True,EleutherAI/pythia-70m,1,70426624
"At night Sue's mom reads her a story before bed, but last night they didn't read a story since she was in trouble.",story,dominant,yes,no,10.844192504882812,10.844192504882812,10.844192504882812,10.09574031829834,10.83574104309082,1, story,True,EleutherAI/pythia-70m,1,70426624
"At night Sue's mom reads her a book before bed, but last night they didn't read a story since she was in trouble.",story,dominant,no,no,10.700418472290039,10.700418472290039,10.700418472290039,10.029825210571289,10.773818969726562,1, story,True,EleutherAI/pythia-70m,1,70426624
"The students forgot to water the flowers and plant, so when they returned from break the plant was dead.",plant,dominant,yes,no,11.670679092407227,11.670679092407227,11.670679092407227,10.850914001464844,10.508203506469727,1, plant,True,EleutherAI/pythia-70m,1,70426624
"The students forgot to take care of the garden, so when they returned from break the plant was dead.",plant,dominant,no,no,11.651026725769043,11.651026725769043,11.651026725769043,10.995248794555664,10.559760093688965,1, plant,True,EleutherAI/pythia-70m,1,70426624
"The farmer grew potatoes and corn, but he only sold his corn at the local market.",corn,dominant,yes,no,10.89472484588623,10.89472484588623,10.89472484588623,11.835749626159668,11.284934043884277,1, corn,True,EleutherAI/pythia-70m,1,70426624
"The farmer grew many crops, but he only sold his corn at the local market.",corn,dominant,no,no,10.68066692352295,10.68066692352295,10.68066692352295,11.768332481384277,11.376262664794922,1, corn,True,EleutherAI/pythia-70m,1,70426624
Addictions and bad habits are hard to overcome because people often don't even realize what bad habit they have.,habit,dominant,yes,no,11.617238998413086,11.617238998413086,11.617238998413086,11.286747932434082,10.169818878173828,1, habit,True,EleutherAI/pythia-70m,1,70426624
Addictions and bad traits are hard to overcome because people often don't even realize what bad habit they have.,habit,dominant,no,no,11.668445587158203,11.668445587158203,11.668445587158203,11.264642715454102,9.978630065917969,1, habit,True,EleutherAI/pythia-70m,1,70426624
"The costume looked good with a tiara or crown, but Pam bought a crown because it was really cheap.",crown,dominant,yes,no,10.354113578796387,10.354113578796387,10.354113578796387,10.632973670959473,11.954263687133789,1, crown,True,EleutherAI/pythia-70m,1,70426624
"The costume looked good with a tiara, but Pam bought a crown because it was really cheap.",crown,dominant,no,no,10.29034423828125,10.29034423828125,10.29034423828125,10.681124687194824,11.840812683105469,1, crown,True,EleutherAI/pythia-70m,1,70426624
"The saleswoman recommended that Gabe try a different suit, but he liked the suit he had on too much to listen.",suit,dominant,yes,no,10.659608840942383,10.659608840942383,10.659608840942383,10.594076156616211,11.420554161071777,1, suit,True,EleutherAI/pythia-70m,1,70426624
"The saleswoman recommended that Gabe try something different, but he liked the suit he had on too much to listen.",suit,dominant,no,no,10.602497100830078,10.602497100830078,10.602497100830078,10.638012886047363,11.379265785217285,1, suit,True,EleutherAI/pythia-70m,1,70426624
"Kristen put her spring coat on, but she changed into her winter coat after she felt how cold it was.",coat,dominant,yes,no,10.583189010620117,10.583189010620117,10.583189010620117,10.324899673461914,11.183496475219727,1, coat,True,EleutherAI/pythia-70m,1,70426624
"Kristen put her spring jacket on, but she changed into her winter coat after she felt how cold it was.",coat,dominant,no,no,10.638805389404297,10.638805389404297,10.638805389404297,10.475068092346191,11.083642959594727,1, coat,True,EleutherAI/pythia-70m,1,70426624
