sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model,checkpoint,n_params
"The store sold many drinks including port, but Amy decided to only buy port because it was her favorite.",port,subordinate,yes,no,10.578696250915527,10.578696250915527,10.578696250915527,5.571103096008301,3.5888431072235107,1, port,True,EleutherAI/pythia-12b,1000,11846072320
"The store sold many drinks, but Amy decided to only buy port because it was her favorite.",port,subordinate,no,no,10.799044609069824,10.799044609069824,10.799044609069824,6.667854309082031,3.567364454269409,1, port,True,EleutherAI/pythia-12b,1000,11846072320
"The last fish Marissa caught had brown scales, but the other fish had scales in every color of the rainbow.",scales,subordinate,yes,yes,11.706665992736816,11.706665992736816,11.706665992736816,2.754582405090332,5.996362686157227,1, scales,True,EleutherAI/pythia-12b,1000,11846072320
"The last fish Marissa caught was brown, but the other fish had scales in every color of the rainbow.",scales,subordinate,no,yes,12.734352111816406,12.734352111816406,12.734352111816406,2.588029384613037,5.800830841064453,1, scales,True,EleutherAI/pythia-12b,1000,11846072320
"Data can be displayed in a graph or table, but often a table makes results easier to understand.",table,subordinate,yes,no,3.6864731311798096,3.6864731311798096,3.6864731311798096,7.184869289398193,10.143311500549316,1, table,True,EleutherAI/pythia-12b,1000,11846072320
"Data can be displayed in different forms, but often a table makes results easier to understand.",table,subordinate,no,no,7.3357720375061035,7.3357720375061035,7.3357720375061035,7.35256814956665,9.973677635192871,1, table,True,EleutherAI/pythia-12b,1000,11846072320
"From the stands, the new baseball diamond looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,yes,no,8.121270179748535,8.121270179748535,8.121270179748535,5.578273773193359,2.35784649848938,1, diamond,True,EleutherAI/pythia-12b,1000,11846072320
"From the stands, the new baseball field looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,no,no,8.562216758728027,8.562216758728027,8.562216758728027,5.573909759521484,2.336658000946045,1, diamond,True,EleutherAI/pythia-12b,1000,11846072320
Mark was told to check the duck's feet and bill for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,yes,no,9.102228164672852,9.102228164672852,9.102228164672852,5.734226226806641,2.0578250885009766,1, bill,True,EleutherAI/pythia-12b,1000,11846072320
Mark was told to check the duck's body for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,no,no,10.012757301330566,10.012757301330566,10.012757301330566,5.737113952636719,1.8838088512420654,1, bill,True,EleutherAI/pythia-12b,1000,11846072320
Kara's loud neighbors made so much racket that it made the racket her kids were making seem like nothing.,racket,subordinate,yes,no,10.143925666809082,10.143925666809082,10.143925666809082,8.904498100280762,6.858307838439941,1, racket,True,EleutherAI/pythia-12b,1000,11846072320
Kara's loud neighbors made so much noise that it made the racket her kids were making seem like nothing.,racket,subordinate,no,no,10.76595687866211,10.76595687866211,10.76595687866211,9.370705604553223,6.799144744873047,1, racket,True,EleutherAI/pythia-12b,1000,11846072320
"Susan's job was to clean the stall and pen every day, which was easy except that the pen was a mess.",pen,subordinate,yes,no,7.725647449493408,7.725647449493408,7.725647449493408,1.1267616748809814,3.1847147941589355,1, pen,True,EleutherAI/pythia-12b,1000,11846072320
"Susan's job was to clean the barn each day, which was easy except that the pen was a mess.",pen,subordinate,no,no,8.333423614501953,8.333423614501953,8.333423614501953,2.296396017074585,3.2477633953094482,1, pen,True,EleutherAI/pythia-12b,1000,11846072320
"The votes between disco and ball for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,yes,no,5.911558151245117,5.911558151245117,5.911558151245117,6.378966808319092,0.45879775285720825,1, ball,True,EleutherAI/pythia-12b,1000,11846072320
"The votes for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,no,no,6.519289970397949,6.519289970397949,6.519289970397949,6.326272010803223,0.3724325895309448,1, ball,True,EleutherAI/pythia-12b,1000,11846072320
"When Joe found the flooded bank, he grabbed his boots before walking along the bank to work.",bank,subordinate,yes,no,3.252385377883911,3.252385377883911,3.252385377883911,2.624744176864624,5.727268218994141,1, bank,True,EleutherAI/pythia-12b,1000,11846072320
"When Joe found the flooded river, he grabbed his boots before walking along the bank to work.",bank,subordinate,no,no,5.405581951141357,5.405581951141357,5.405581951141357,2.677293300628662,5.912402153015137,1, bank,True,EleutherAI/pythia-12b,1000,11846072320
At the museum the kids saw the machine for sending a wire and each student sent a wire to a friend.,wire,subordinate,yes,no,2.1010026931762695,2.1010026931762695,2.1010026931762695,1.5089613199234009,3.0895450115203857,1, wire,True,EleutherAI/pythia-12b,1000,11846072320
At the museum the kids saw the machine for sending a telegram and each student sent a wire to a friend.,wire,subordinate,no,no,8.006637573242188,8.006637573242188,8.006637573242188,1.5598543882369995,3.109630823135376,1, wire,True,EleutherAI/pythia-12b,1000,11846072320
"The hunting lodge was full of antlers and horns, but most impressive was the rhino horn hanging on the wall.",horn,subordinate,yes,no,8.752874374389648,8.752874374389648,8.752874374389648,8.45851993560791,2.1036670207977295,1, horn,True,EleutherAI/pythia-12b,1000,11846072320
"The hunting lodge was full of trophies, but most impressive was the rhino horn hanging on the wall.",horn,subordinate,no,no,8.750411987304688,8.750411987304688,8.750411987304688,8.687335014343262,2.2567379474639893,1, horn,True,EleutherAI/pythia-12b,1000,11846072320
"Jamie wanted to go on a tour of the treasury and the mint, but on Mondays the mint was closed to the public.",mint,subordinate,yes,no,11.520994186401367,11.520994186401367,11.520994186401367,2.324162721633911,7.3647141456604,1, mint,True,EleutherAI/pythia-12b,1000,11846072320
"Jamie wanted to go on a tour of where money is made, but on Mondays the mint was closed to the public.",mint,subordinate,no,no,12.197863578796387,12.197863578796387,12.197863578796387,4.70086669921875,7.1175384521484375,1, mint,True,EleutherAI/pythia-12b,1000,11846072320
Pam had to decide whether to fly first-class or coach; she decided to fly coach because the ticket was cheaper.,coach,subordinate,yes,no,10.797355651855469,10.797355651855469,10.797355651855469,4.668086051940918,3.4632978439331055,1, coach,True,EleutherAI/pythia-12b,1000,11846072320
Pam had to decide whether or not to fly in first-class; she decided to fly coach because the ticket was cheaper.,coach,subordinate,no,no,11.978302955627441,11.978302955627441,11.978302955627441,5.457627773284912,3.7974019050598145,1, coach,True,EleutherAI/pythia-12b,1000,11846072320
"To tend a hot fire, it's best to use a stick or a poker, but when it's really hot a metal poker can burn you.",poker,subordinate,yes,no,10.12090015411377,10.12090015411377,10.12090015411377,5.826040744781494,7.721654891967773,1, poker,True,EleutherAI/pythia-12b,1000,11846072320
"To tend a hot fire, it's best to use a stick or tool, but when it's really hot a metal poker can burn you.",poker,subordinate,no,no,10.571669578552246,10.571669578552246,10.571669578552246,5.414194583892822,7.616302490234375,1, poker,True,EleutherAI/pythia-12b,1000,11846072320
"Even though the pet store had cute huskies and boxers, John had no difficulty picking the boxer puppy for his son.",boxer,subordinate,yes,no,2.8470726013183594,8.551726341247559,4.275863170623779,13.582828521728516,4.943816184997559,2, boxer,True,EleutherAI/pythia-12b,1000,11846072320
"Even though the pet store had many cute puppies, John had no difficulty picking the boxer puppy for his son.",boxer,subordinate,no,no,5.4012556076049805,11.943169593811035,5.971584796905518,13.714195251464844,4.867597579956055,2, boxer,True,EleutherAI/pythia-12b,1000,11846072320
"The president began the meeting with his cabinet and advisors, but only the cabinet was allowed to stay for the end.",cabinet,subordinate,yes,no,7.158857345581055,7.158857345581055,7.158857345581055,2.0405263900756836,6.674043655395508,1, cabinet,True,EleutherAI/pythia-12b,1000,11846072320
"The president began the meeting with all his advisors, but only the cabinet was allowed to stay for the end.",cabinet,subordinate,no,no,7.294637680053711,7.294637680053711,7.294637680053711,2.6557705402374268,6.946094036102295,1, cabinet,True,EleutherAI/pythia-12b,1000,11846072320
"Martin saw the perfect engagement ring and wedding band set, but was disappointed when the band was sold out.",band,subordinate,yes,no,3.1632580757141113,3.1632580757141113,3.1632580757141113,2.2555887699127197,7.276150226593018,1, band,True,EleutherAI/pythia-12b,1000,11846072320
"Martin saw the perfect engagement ring set, but was disappointed when the band was sold out.",band,subordinate,no,no,5.494569778442383,5.494569778442383,5.494569778442383,2.021132469177246,7.338164329528809,1, band,True,EleutherAI/pythia-12b,1000,11846072320
"On the flute certain notes are hard to play, but they are not as bad as the same notes on the oboe.",notes,subordinate,yes,yes,4.236933708190918,4.236933708190918,4.236933708190918,4.930617809295654,0.8094266057014465,1, notes,True,EleutherAI/pythia-12b,1000,11846072320
"On the flute certain sounds are hard to play, but they are not as bad as the same notes on the oboe.",notes,subordinate,no,yes,8.345558166503906,8.345558166503906,8.345558166503906,3.008065700531006,0.760007381439209,1, notes,True,EleutherAI/pythia-12b,1000,11846072320
"The sound problem could only be due to either the speaker or the cable, it turned out that the speaker was broken.",speaker,subordinate,yes,no,5.112456321716309,5.112456321716309,5.112456321716309,2.3541903495788574,8.263572692871094,1, speaker,True,EleutherAI/pythia-12b,1000,11846072320
"The sound problem could only be due to a few things, it turned out that the speaker was broken.",speaker,subordinate,no,no,6.8189239501953125,6.8189239501953125,6.8189239501953125,2.593073844909668,8.230813026428223,1, speaker,True,EleutherAI/pythia-12b,1000,11846072320
"Erin knew to check the map's legend to figure out what the symbols meant, but there was no legend on her map.",legend,subordinate,yes,no,10.201608657836914,10.201608657836914,10.201608657836914,2.8402726650238037,6.2919182777404785,1, legend,True,EleutherAI/pythia-12b,1000,11846072320
"Erin knew to check the map to figure out what the symbols meant, but there was no legend on her map.",legend,subordinate,no,no,10.598514556884766,10.598514556884766,10.598514556884766,2.651219367980957,6.338805198669434,1, legend,True,EleutherAI/pythia-12b,1000,11846072320
"Kayla was hoping to get a condo on the fourth story, but the best they had was the third story so she didn't buy it.",story,subordinate,yes,no,2.1567115783691406,2.1567115783691406,2.1567115783691406,6.046955585479736,5.682602405548096,1, story,True,EleutherAI/pythia-12b,1000,11846072320
"Kayla was hoping to get a condo on the fourth floor, but the best they had was the third story so she didn't buy it.",story,subordinate,no,no,9.40464973449707,9.40464973449707,9.40464973449707,6.045515060424805,5.642176151275635,1, story,True,EleutherAI/pythia-12b,1000,11846072320
"No one wants to live near an electrical station or a plant, so the homes next to the plant were vacant.",plant,subordinate,yes,no,5.22821569442749,5.22821569442749,5.22821569442749,3.6301701068878174,9.295361518859863,1, plant,True,EleutherAI/pythia-12b,1000,11846072320
"No one wants to live near manufacturing facilities, so the homes next to the plant were vacant.",plant,subordinate,no,no,8.02420425415039,8.02420425415039,8.02420425415039,3.8004257678985596,9.494881629943848,1, plant,True,EleutherAI/pythia-12b,1000,11846072320
"After hiking Mike had some cuts on his feet and a corn on one toe, after the walk home he had a corn on each foot.",corn,subordinate,yes,no,9.002001762390137,9.002001762390137,9.002001762390137,0.563222348690033,6.1092376708984375,1, corn,True,EleutherAI/pythia-12b,1000,11846072320
"After hiking Mike had some cuts on his feet, after the walk home he had a corn on each foot.",corn,subordinate,no,no,10.334209442138672,10.334209442138672,10.334209442138672,3.8243534564971924,7.545220375061035,1, corn,True,EleutherAI/pythia-12b,1000,11846072320
"Paul had only seen nuns in black habits, so when he saw a group of nuns in dark blue habits he was very surprised.",habits,subordinate,yes,yes,4.039126873016357,4.039126873016357,4.039126873016357,4.432219505310059,2.703444719314575,1, habits,True,EleutherAI/pythia-12b,1000,11846072320
"Paul had only seen nuns in black clothes, so when he saw a group of nuns in dark blue habits he was very surprised.",habits,subordinate,no,yes,8.951671600341797,8.951671600341797,8.951671600341797,4.443153381347656,2.686549425125122,1, habits,True,EleutherAI/pythia-12b,1000,11846072320
"The dentist suggested a root canal and crown, but Todd could only get a crown because he didn't have much money.",crown,subordinate,yes,no,7.569594383239746,7.569594383239746,7.569594383239746,6.432852745056152,1.3082823753356934,1, crown,True,EleutherAI/pythia-12b,1000,11846072320
"The dentist suggested a few different treatments, but Todd could only get a crown because he didn't have much money.",crown,subordinate,no,no,9.950925827026367,9.950925827026367,9.950925827026367,6.939478874206543,1.113122820854187,1, crown,True,EleutherAI/pythia-12b,1000,11846072320
"His lawyer assured him that he could beat the first law suit, but the second law suit would be a challenge.",suit,subordinate,yes,no,2.4548752307891846,2.4548752307891846,2.4548752307891846,2.1451234817504883,2.7386369705200195,1, suit,True,EleutherAI/pythia-12b,1000,11846072320
"His lawyer assured him that he could beat the first case, but the second law suit would be a challenge.",suit,subordinate,no,no,9.921549797058105,9.921549797058105,9.921549797058105,2.0058417320251465,2.6742513179779053,1, suit,True,EleutherAI/pythia-12b,1000,11846072320
"The walls looked ok after the first coat finished drying, but Katie applied a second coat to really make them pop.",coat,subordinate,yes,no,2.480682134628296,2.480682134628296,2.480682134628296,1.0689663887023926,8.958439826965332,1, coat,True,EleutherAI/pythia-12b,1000,11846072320
"The walls looked ok after the paint finished drying, but Katie applied a second coat to really make them pop.",coat,subordinate,no,no,7.285885334014893,7.285885334014893,7.285885334014893,0.940873920917511,8.75517463684082,1, coat,True,EleutherAI/pythia-12b,1000,11846072320
"Evan went to the movie premier in hopes of meeting his two favorite stars, but one of the stars didn't show up.",stars,subordinate,yes,yes,3.1659672260284424,3.1659672260284424,3.1659672260284424,5.534853935241699,0.04598385840654373,1, stars,True,EleutherAI/pythia-12b,1000,11846072320
"Evan went to the movie premier in hopes of meeting his two favorite actors, but one of the stars didn't show up.",stars,subordinate,no,yes,5.025504112243652,5.025504112243652,5.025504112243652,5.472296714782715,0.0388316810131073,1, stars,True,EleutherAI/pythia-12b,1000,11846072320
"As best man, Kurt's jobs were to hold the rings and give a toast, which was fine except the toast made him nervous.",toast,subordinate,yes,no,11.868189811706543,11.868189811706543,11.868189811706543,7.395277976989746,3.6803040504455566,1, toast,True,EleutherAI/pythia-12b,1000,11846072320
"As best man, Kurt's jobs were to say a few words at the reception, which was fine except the toast made him nervous.",toast,subordinate,no,no,12.953557968139648,12.953557968139648,12.953557968139648,7.6595048904418945,3.256683111190796,1, toast,True,EleutherAI/pythia-12b,1000,11846072320
In early spring Lara plants tulip bulbs and by the middle of spring the bulbs begin to sprout.,bulbs,subordinate,yes,yes,12.65922737121582,12.65922737121582,12.65922737121582,9.650708198547363,0.36847788095474243,1, bulbs,True,EleutherAI/pythia-12b,1000,11846072320
In early spring Lara plants tulips and by the middle of spring the bulbs begin to sprout.,bulbs,subordinate,no,yes,12.631173133850098,12.631173133850098,12.631173133850098,9.279824256896973,0.35847002267837524,1, bulbs,True,EleutherAI/pythia-12b,1000,11846072320
"When the shepherd lost his supplies and staff, he had to use a stick as his staff that day on the trail.",staff,subordinate,yes,no,6.008649826049805,6.008649826049805,6.008649826049805,5.879883766174316,5.882003307342529,1, staff,True,EleutherAI/pythia-12b,1000,11846072320
"When the shepherd lost his supplies, he had to use a stick as his staff that day on the trail.",staff,subordinate,no,no,6.051933288574219,6.051933288574219,6.051933288574219,6.025425910949707,6.030194282531738,1, staff,True,EleutherAI/pythia-12b,1000,11846072320
"Although the election for department chair was usually very close, this year the chair was elected unanimously.",chair,subordinate,yes,no,8.541892051696777,8.541892051696777,8.541892051696777,1.4229711294174194,6.6736249923706055,1, chair,True,EleutherAI/pythia-12b,1000,11846072320
"Although the election for department head was usually very close, this year the chair was elected unanimously",chair,subordinate,no,no,8.569408416748047,8.569408416748047,8.569408416748047,1.9197773933410645,6.579820156097412,1, chair,True,EleutherAI/pythia-12b,1000,11846072320
"Emily hated eating food with seeds or a pit, so she was upset to find a pit in the exotic fruit she tried.",pit,subordinate,yes,no,8.703556060791016,8.703556060791016,8.703556060791016,3.05519437789917,1.1624152660369873,1, pit,True,EleutherAI/pythia-12b,1000,11846072320
"Emily hated eating food with inedible parts inside, so she was upset to find a pit in the exotic fruit she tried.",pit,subordinate,no,no,9.997906684875488,9.997906684875488,9.997906684875488,3.186038017272949,1.4085285663604736,1, pit,True,EleutherAI/pythia-12b,1000,11846072320
"The ship docked at the port, but the sailors didn't want to stay in the port that evening.",port,dominant,yes,no,6.8845624923706055,6.8845624923706055,6.8845624923706055,4.784736633300781,5.860307693481445,1, port,True,EleutherAI/pythia-12b,1000,11846072320
"The ship docked at the harbor, but the sailors didn't want to stay in the port that evening.",port,dominant,no,no,7.819788932800293,7.819788932800293,7.819788932800293,5.212693214416504,5.931651592254639,1, port,True,EleutherAI/pythia-12b,1000,11846072320
"The food could be weighed with a balance or scale, but Marcy chose a scale because it was more precise",scale,dominant,yes,no,9.201587677001953,9.201587677001953,9.201587677001953,6.270762920379639,2.5631113052368164,1, scale,True,EleutherAI/pythia-12b,1000,11846072320
"The food could be weighed a few different ways, but Marcy chose a scale because it was more precise.",scale,dominant,no,no,9.573421478271484,9.573421478271484,9.573421478271484,6.920298099517822,2.2577154636383057,1, scale,True,EleutherAI/pythia-12b,1000,11846072320
"The waitress offered them seats at the bar or a table, but the couple chose a table because it was private",table,dominant,yes,no,3.2876651287078857,3.2876651287078857,3.2876651287078857,6.61832332611084,2.7716851234436035,1, table,True,EleutherAI/pythia-12b,1000,11846072320
"The waitress offered them seats at the bar, but the couple chose a table because it was private.",table,dominant,no,no,6.378166675567627,6.378166675567627,6.378166675567627,7.358419418334961,2.8430047035217285,1, table,True,EleutherAI/pythia-12b,1000,11846072320
