sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model,checkpoint,n_params
"The store sold many drinks including port, but Amy decided to only buy port because it was her favorite.",port,subordinate,yes,no,9.700129508972168,9.700129508972168,9.700129508972168,7.483868598937988,2.0485432147979736,1, port,True,EleutherAI/pythia-160m,256,162322944
"The store sold many drinks, but Amy decided to only buy port because it was her favorite.",port,subordinate,no,no,9.814335823059082,9.814335823059082,9.814335823059082,7.39968729019165,2.044304132461548,1, port,True,EleutherAI/pythia-160m,256,162322944
"The last fish Marissa caught had brown scales, but the other fish had scales in every color of the rainbow.",scales,subordinate,yes,yes,12.072399139404297,12.072399139404297,12.072399139404297,2.761883020401001,6.803771018981934,1, scales,True,EleutherAI/pythia-160m,256,162322944
"The last fish Marissa caught was brown, but the other fish had scales in every color of the rainbow.",scales,subordinate,no,yes,12.233739852905273,12.233739852905273,12.233739852905273,2.7572450637817383,6.750798225402832,1, scales,True,EleutherAI/pythia-160m,256,162322944
"Data can be displayed in a graph or table, but often a table makes results easier to understand.",table,subordinate,yes,no,7.686198711395264,7.686198711395264,7.686198711395264,8.513157844543457,8.47944450378418,1, table,True,EleutherAI/pythia-160m,256,162322944
"Data can be displayed in different forms, but often a table makes results easier to understand.",table,subordinate,no,no,7.532824516296387,7.532824516296387,7.532824516296387,8.425772666931152,8.336944580078125,1, table,True,EleutherAI/pythia-160m,256,162322944
"From the stands, the new baseball diamond looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,yes,no,11.291938781738281,11.291938781738281,11.291938781738281,4.697173118591309,5.626878261566162,1, diamond,True,EleutherAI/pythia-160m,256,162322944
"From the stands, the new baseball field looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,no,no,11.258447647094727,11.258447647094727,11.258447647094727,4.741935729980469,5.841495513916016,1, diamond,True,EleutherAI/pythia-160m,256,162322944
Mark was told to check the duck's feet and bill for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,yes,no,8.558821678161621,8.558821678161621,8.558821678161621,6.56998348236084,2.475985050201416,1, bill,True,EleutherAI/pythia-160m,256,162322944
Mark was told to check the duck's body for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,no,no,8.672194480895996,8.672194480895996,8.672194480895996,6.458945274353027,2.4396822452545166,1, bill,True,EleutherAI/pythia-160m,256,162322944
