sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model,checkpoint,n_params
"The store sold many drinks including port, but Amy decided to only buy port because it was her favorite.",port,subordinate,yes,no,10.306554794311523,10.306554794311523,10.306554794311523,6.921324253082275,4.001914024353027,1, port,True,EleutherAI/pythia-12b,512,11846072320
"The store sold many drinks, but Amy decided to only buy port because it was her favorite.",port,subordinate,no,no,10.24761962890625,10.24761962890625,10.24761962890625,7.072333335876465,3.995029926300049,1, port,True,EleutherAI/pythia-12b,512,11846072320
"The last fish Marissa caught had brown scales, but the other fish had scales in every color of the rainbow.",scales,subordinate,yes,yes,12.571043968200684,12.571043968200684,12.571043968200684,2.8368334770202637,6.516897678375244,1, scales,True,EleutherAI/pythia-12b,512,11846072320
"The last fish Marissa caught was brown, but the other fish had scales in every color of the rainbow.",scales,subordinate,no,yes,12.636938095092773,12.636938095092773,12.636938095092773,3.002204418182373,6.487719535827637,1, scales,True,EleutherAI/pythia-12b,512,11846072320
"Data can be displayed in a graph or table, but often a table makes results easier to understand.",table,subordinate,yes,no,8.351539611816406,8.351539611816406,8.351539611816406,7.987833499908447,9.103743553161621,1, table,True,EleutherAI/pythia-12b,512,11846072320
"Data can be displayed in different forms, but often a table makes results easier to understand.",table,subordinate,no,no,8.1104154586792,8.1104154586792,8.1104154586792,8.485269546508789,9.281777381896973,1, table,True,EleutherAI/pythia-12b,512,11846072320
"From the stands, the new baseball diamond looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,yes,no,10.361185073852539,10.361185073852539,10.361185073852539,4.604464530944824,4.473443984985352,1, diamond,True,EleutherAI/pythia-12b,512,11846072320
"From the stands, the new baseball field looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,no,no,10.346840858459473,10.346840858459473,10.346840858459473,4.476550579071045,4.55988073348999,1, diamond,True,EleutherAI/pythia-12b,512,11846072320
Mark was told to check the duck's feet and bill for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,yes,no,7.223292350769043,7.223292350769043,7.223292350769043,5.711248874664307,2.8069138526916504,1, bill,True,EleutherAI/pythia-12b,512,11846072320
Mark was told to check the duck's body for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,no,no,7.166172027587891,7.166172027587891,7.166172027587891,5.599682331085205,2.7740120887756348,1, bill,True,EleutherAI/pythia-12b,512,11846072320
Kara's loud neighbors made so much racket that it made the racket her kids were making seem like nothing.,racket,subordinate,yes,no,11.152473449707031,11.152473449707031,11.152473449707031,9.905410766601562,8.659302711486816,1, racket,True,EleutherAI/pythia-12b,512,11846072320
Kara's loud neighbors made so much noise that it made the racket her kids were making seem like nothing.,racket,subordinate,no,no,11.2105131149292,11.2105131149292,11.2105131149292,10.091153144836426,8.723115921020508,1, racket,True,EleutherAI/pythia-12b,512,11846072320
"Susan's job was to clean the stall and pen every day, which was easy except that the pen was a mess.",pen,subordinate,yes,no,9.566142082214355,9.566142082214355,9.566142082214355,1.4502698183059692,4.805215358734131,1, pen,True,EleutherAI/pythia-12b,512,11846072320
"Susan's job was to clean the barn each day, which was easy except that the pen was a mess.",pen,subordinate,no,no,9.796682357788086,9.796682357788086,9.796682357788086,1.3825173377990723,4.9054975509643555,1, pen,True,EleutherAI/pythia-12b,512,11846072320
"The votes between disco and ball for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,yes,no,7.799135208129883,7.799135208129883,7.799135208129883,8.745193481445312,2.1501941680908203,1, ball,True,EleutherAI/pythia-12b,512,11846072320
"The votes for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,no,no,7.922499656677246,7.922499656677246,7.922499656677246,8.883675575256348,2.7812843322753906,1, ball,True,EleutherAI/pythia-12b,512,11846072320
"When Joe found the flooded bank, he grabbed his boots before walking along the bank to work.",bank,subordinate,yes,no,7.375066757202148,7.375066757202148,7.375066757202148,4.392829418182373,5.344327449798584,1, bank,True,EleutherAI/pythia-12b,512,11846072320
"When Joe found the flooded river, he grabbed his boots before walking along the bank to work.",bank,subordinate,no,no,7.47278356552124,7.47278356552124,7.47278356552124,4.4391398429870605,5.379124641418457,1, bank,True,EleutherAI/pythia-12b,512,11846072320
At the museum the kids saw the machine for sending a wire and each student sent a wire to a friend.,wire,subordinate,yes,no,8.153885841369629,8.153885841369629,8.153885841369629,3.1847944259643555,3.484787702560425,1, wire,True,EleutherAI/pythia-12b,512,11846072320
At the museum the kids saw the machine for sending a telegram and each student sent a wire to a friend.,wire,subordinate,no,no,8.242366790771484,8.242366790771484,8.242366790771484,3.3347740173339844,3.4096665382385254,1, wire,True,EleutherAI/pythia-12b,512,11846072320
"The hunting lodge was full of antlers and horns, but most impressive was the rhino horn hanging on the wall.",horn,subordinate,yes,no,10.814884185791016,10.814884185791016,10.814884185791016,11.254831314086914,2.462648391723633,1, horn,True,EleutherAI/pythia-12b,512,11846072320
"The hunting lodge was full of trophies, but most impressive was the rhino horn hanging on the wall.",horn,subordinate,no,no,11.18114948272705,11.18114948272705,11.18114948272705,11.159960746765137,2.4499268531799316,1, horn,True,EleutherAI/pythia-12b,512,11846072320
"Jamie wanted to go on a tour of the treasury and the mint, but on Mondays the mint was closed to the public.",mint,subordinate,yes,no,11.570919036865234,11.570919036865234,11.570919036865234,5.904787063598633,6.756474018096924,1, mint,True,EleutherAI/pythia-12b,512,11846072320
"Jamie wanted to go on a tour of where money is made, but on Mondays the mint was closed to the public.",mint,subordinate,no,no,11.494237899780273,11.494237899780273,11.494237899780273,6.994997978210449,6.648720741271973,1, mint,True,EleutherAI/pythia-12b,512,11846072320
Pam had to decide whether to fly first-class or coach; she decided to fly coach because the ticket was cheaper.,coach,subordinate,yes,no,10.854175567626953,10.854175567626953,10.854175567626953,5.541391372680664,2.82859468460083,1, coach,True,EleutherAI/pythia-12b,512,11846072320
Pam had to decide whether or not to fly in first-class; she decided to fly coach because the ticket was cheaper.,coach,subordinate,no,no,10.833512306213379,10.833512306213379,10.833512306213379,5.423048973083496,3.0744588375091553,1, coach,True,EleutherAI/pythia-12b,512,11846072320
