sentence,homophone,condition,repeated,plural,target_token_surprisal,target_span_surprisal_sum,target_span_surprisal_mean,spillover_1_surprisal,spillover_2_surprisal,n_target_tokens,target_token_str,match_found,model,checkpoint,n_params
"The store sold many drinks including port, but Amy decided to only buy port because it was her favorite.",port,subordinate,yes,no,11.996625900268555,11.996625900268555,11.996625900268555,11.091254234313965,8.97232437133789,1, port,True,EleutherAI/pythia-410m,16,405334016
"The store sold many drinks, but Amy decided to only buy port because it was her favorite.",port,subordinate,no,no,12.005276679992676,12.005276679992676,12.005276679992676,11.149131774902344,8.98118782043457,1, port,True,EleutherAI/pythia-410m,16,405334016
"The last fish Marissa caught had brown scales, but the other fish had scales in every color of the rainbow.",scales,subordinate,yes,yes,10.658273696899414,10.658273696899414,10.658273696899414,7.802852630615234,11.007489204406738,1, scales,True,EleutherAI/pythia-410m,16,405334016
"The last fish Marissa caught was brown, but the other fish had scales in every color of the rainbow.",scales,subordinate,no,yes,10.641812324523926,10.641812324523926,10.641812324523926,7.828153610229492,10.967100143432617,1, scales,True,EleutherAI/pythia-410m,16,405334016
"Data can be displayed in a graph or table, but often a table makes results easier to understand.",table,subordinate,yes,no,11.927377700805664,11.927377700805664,11.927377700805664,11.37373161315918,10.503522872924805,1, table,True,EleutherAI/pythia-410m,16,405334016
"Data can be displayed in different forms, but often a table makes results easier to understand.",table,subordinate,no,no,11.993757247924805,11.993757247924805,11.993757247924805,11.380477905273438,10.497123718261719,1, table,True,EleutherAI/pythia-410m,16,405334016
"From the stands, the new baseball diamond looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,yes,no,10.916122436523438,10.916122436523438,10.916122436523438,8.488014221191406,10.846612930297852,1, diamond,True,EleutherAI/pythia-410m,16,405334016
"From the stands, the new baseball field looked a lot larger than the old diamond that had been torn down.",diamond,subordinate,no,no,10.932258605957031,10.932258605957031,10.932258605957031,8.488473892211914,10.832932472229004,1, diamond,True,EleutherAI/pythia-410m,16,405334016
Mark was told to check the duck's feet and bill for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,yes,no,11.165751457214355,11.165751457214355,11.165751457214355,10.602350234985352,9.253766059875488,1, bill,True,EleutherAI/pythia-410m,16,405334016
Mark was told to check the duck's body for injuries and to put a tag on its bill if it appeared fine.,bill,subordinate,no,no,11.23259162902832,11.23259162902832,11.23259162902832,10.533646583557129,9.236431121826172,1, bill,True,EleutherAI/pythia-410m,16,405334016
Kara's loud neighbors made so much racket that it made the racket her kids were making seem like nothing.,racket,subordinate,yes,no,9.616952896118164,9.616952896118164,9.616952896118164,10.449108123779297,10.857321739196777,1, racket,True,EleutherAI/pythia-410m,16,405334016
Kara's loud neighbors made so much noise that it made the racket her kids were making seem like nothing.,racket,subordinate,no,no,9.642040252685547,9.642040252685547,9.642040252685547,10.524048805236816,10.825106620788574,1, racket,True,EleutherAI/pythia-410m,16,405334016
"Susan's job was to clean the stall and pen every day, which was easy except that the pen was a mess.",pen,subordinate,yes,no,10.757047653198242,10.757047653198242,10.757047653198242,11.342352867126465,8.184659957885742,1, pen,True,EleutherAI/pythia-410m,16,405334016
"Susan's job was to clean the barn each day, which was easy except that the pen was a mess.",pen,subordinate,no,no,10.75628662109375,10.75628662109375,10.75628662109375,11.329036712646484,8.200103759765625,1, pen,True,EleutherAI/pythia-410m,16,405334016
"The votes between disco and ball for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,yes,no,11.299409866333008,11.299409866333008,11.299409866333008,10.865860939025879,4.4988298416137695,1, ball,True,EleutherAI/pythia-410m,16,405334016
"The votes for the dance theme were close, but in the end the ball won the vote.",ball,subordinate,no,no,11.291166305541992,11.291166305541992,11.291166305541992,10.842290878295898,4.2609968185424805,1, ball,True,EleutherAI/pythia-410m,16,405334016
