Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,word,log_freq,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,subject,survey_code,stimulus,key_press,sensible,critical,Class,practice,order,string,same,version_with_order,item_version,item,source,ambiguity_type,response,correct_response,Gender,Native_Speaker,Mobile_Device,Age,B1,B2,version,bot_avg,log_rt,rt_z,count.x,prior_accuracy,prior_rt,distance_bert,distance_elmo,mean_relatedness,median_relatedness,sd_relatedness,se_relatedness,count.y,length
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,872,NA,html-keyboard-response,65,119031,0.0-28.0-1.0,kjx7dyd0tn,kjx7dyd0tn,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_b_M2_a,M2_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Male,Yes,No,19,2,Chair,M2_a_M2_b,1,6.770789424,-0.206471473,55,0.72,7.461121997,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,2076,NA,html-keyboard-response,163,370692,0.0-77.0-1.0,a3exattj4d,a3exattj4d,It was a diseased tick.<p>,88,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,23,2,Chair,M2_a_M2_b,1,7.638198244,1.373523104,55,0.722222222,7.562509923,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1979,NA,html-keyboard-response,217,391893,0.0-104.0-1.0,tzb86oockx,tzb86oockx,It was an audible tick.<p>,88,S,yes,N,main,second,tick,FALSE,M2_b_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,21,2,Chair,M1_b_M2_b,1,7.590346946,1.674389273,55,0.571428571,7.42052082,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1474,NA,html-keyboard-response,153,222470,0.0-72.0-1.0,3d7g1w4cep,3d7g1w4cep,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M2_a_M2_b,1,7.295735073,1.144672998,55,0.722222222,7.562509923,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1031,NA,html-keyboard-response,165,320437,0.0-78.0-1.0,06za8waveg,06za8waveg,It was a clock tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_b_M1_a,M1_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Male,Yes,No,18,2,Chair,M1_a_M1_b,1,6.938284484,-0.339294623,56,0.678571429,7.406644023,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,720,NA,html-keyboard-response,81,101714,0.0-36.0-1.0,v42v6trkjb,v42v6trkjb,It was an audible tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M1_b,1,6.579251212,-0.418076735,53,0.571428571,7.42052082,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,586,NA,html-keyboard-response,57,123429,0.0-24.0-1.0,5d4ec1q0jx,5d4ec1q0jx,It was an audible tick.<p>,88,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,20,2,Chair,M1_a_M1_b,1,6.37331979,-0.345382628,43,0.571428571,7.42052082,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,833,NA,html-keyboard-response,183,183545,0.0-87.0-1.0,0dejv51fpt,0dejv51fpt,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M2_a_M2_b,1,6.725033642,-0.265391207,54,0.722222222,7.562509923,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1305,NA,html-keyboard-response,47,127184,0.0-19.0-1.0,h7mnxl2n8s,h7mnxl2n8s,It was an audible tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M1_b,1,7.17395832,0.05275145,55,0.571428571,7.42052082,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1061,NA,html-keyboard-response,163,324976,0.0-77.0-1.0,5nr7rhj7go,5nr7rhj7go,It was a clock tick.<p>,88,S,yes,N,main,second,tick,FALSE,M2_a_M1_a,M1_a,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,22,2,Chair,M1_a_M2_a,1,6.966967139,-0.229332669,54,0.678571429,7.406644023,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,780,NA,html-keyboard-response,83,153613,0.0-37.0-1.0,wetmoqx0zb,wetmoqx0zb,It was an audible tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,19,2,Chair,M1_a_M1_b,1,6.65929392,-0.631137849,54,0.571428571,7.42052082,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,775,NA,html-keyboard-response,127,827081,0.0-59.0-1.0,m1btvzg8r4,m1btvzg8r4,It was an audible tick.<p>,88,S,yes,N,main,second,tick,FALSE,M2_b_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,N,FALSE,Prefer not to answer,Yes,No,19,2,Chair,M1_b_M2_b,1,6.652863029,-0.477504402,49,0.571428571,7.42052082,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,2915,NA,html-keyboard-response,49,140453,0.0-20.0-1.0,rj6lax1lhx,rj6lax1lhx,It was an audible tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_a_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Male,Yes,No,20,2,Chair,M1_b_M2_a,1,7.977625099,2.153046593,55,0.571428571,7.42052082,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,517,NA,html-keyboard-response,211,495265,0.0-101.0-1.0,kv2mm4prwm,kv2mm4prwm,It was a parasitic tick.<p>,88,S,yes,N,main,second,tick,FALSE,M1_b_M2_a,M2_a,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,20,2,Chair,M1_b_M2_a,1,6.248042875,-0.834849502,53,0.72,7.461121997,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1859,NA,html-keyboard-response,163,324626,0.0-77.0-1.0,alz7fhu0re,alz7fhu0re,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_b_M2_a,M2_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,18,2,Chair,M1_b_M2_a,1,7.527793988,1.081574583,54,0.72,7.461121997,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1579,NA,html-keyboard-response,173,224541,0.0-82.0-1.0,z5w84zjmh5,z5w84zjmh5,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,18,2,Chair,M1_a_M2_b,1,7.364547014,2.728878822,55,0.722222222,7.562509923,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1946,NA,html-keyboard-response,233,295779,0.0-112.0-1.0,a298r5car0,a298r5car0,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Male,Yes,No,21,2,Chair,M2_a_M2_b,1,7.573531263,1.78386831,53,0.722222222,7.562509923,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1300,NA,html-keyboard-response,67,138380,0.0-29.0-1.0,akwl4psato,akwl4psato,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_a_M1_a,M1_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,22,2,Chair,M1_a_M2_a,1,7.170119543,-0.280010531,55,0.678571429,7.406644023,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1908,NA,html-keyboard-response,133,248657,0.0-62.0-1.0,whcq3dwak8,whcq3dwak8,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M2_a_M2_b,1,7.553810852,0.559687452,54,0.722222222,7.562509923,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,732,NA,html-keyboard-response,231,267473,0.0-111.0-1.0,hoek32bhh5,hoek32bhh5,It was an audible tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,19,2,Chair,M1_a_M1_b,1,6.595780514,-0.110278002,54,0.571428571,7.42052082,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,800,NA,html-keyboard-response,173,234118,0.0-82.0-1.0,j29797fx6g,j29797fx6g,It was an audible tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M1_b,1,6.684611728,-0.500598193,54,0.571428571,7.42052082,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1200,NA,html-keyboard-response,247,421512,0.0-119.0-1.0,zscbmnslz3,zscbmnslz3,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_b_M2_a,M2_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,22,2,Chair,M1_b_M2_a,1,7.090076836,-0.689426153,55,0.72,7.461121997,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1748,NA,html-keyboard-response,197,360688,0.0-94.0-1.0,7vyo78o3be,7vyo78o3be,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_a_M1_a,M1_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M2_a,1,7.466227556,0.764975686,55,0.678571429,7.406644023,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1480,NA,html-keyboard-response,227,496324,0.0-109.0-1.0,5fbhmsbl55,5fbhmsbl55,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,18,2,Chair,M1_a_M2_b,1,7.299797367,0.13049985,53,0.722222222,7.562509923,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,856,NA,html-keyboard-response,137,344450,0.0-64.0-1.0,h7cgtx628g,h7cgtx628g,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_b_M2_a,M2_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,24,2,Chair,M1_b_M2_a,1,6.752270376,-0.371240621,54,0.72,7.461121997,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,905,NA,html-keyboard-response,221,283054,0.0-106.0-1.0,auf50f83rs,auf50f83rs,It was a parasitic tick.<p>,88,S,yes,N,main,second,tick,FALSE,M1_b_M2_a,M2_a,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,20,2,Chair,M1_b_M2_a,1,6.807934944,0.13087506,54,0.72,7.461121997,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1071,NA,html-keyboard-response,75,274807,0.0-33.0-1.0,wcrjyj13lh,wcrjyj13lh,It was a diseased tick.<p>,88,S,yes,N,main,second,tick,FALSE,M1_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,19,2,Chair,M1_a_M2_b,1,6.97634807,-0.355051908,55,0.722222222,7.562509923,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1443,NA,html-keyboard-response,39,84025,0.0-15.0-1.0,wvu9awonyr,wvu9awonyr,It was a parasitic tick.<p>,88,S,yes,N,main,second,tick,FALSE,M1_b_M2_a,M2_a,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,22,2,Chair,M1_b_M2_a,1,7.274479559,0.536291713,54,0.72,7.461121997,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1072,NA,html-keyboard-response,249,377560,0.0-120.0-1.0,gys2dbjx3b,gys2dbjx3b,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_a,M2_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M1_a_M2_a,1,6.977281342,-0.278768489,55,0.72,7.461121997,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1458,NA,html-keyboard-response,183,442115,0.0-87.0-1.0,7tvrurvkr3,7tvrurvkr3,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_a,M2_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Male,Yes,No,21,2,Chair,M1_a_M2_a,1,7.284820913,0.443158799,54,0.72,7.461121997,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,941,NA,html-keyboard-response,125,180538,0.0-58.0-1.0,283uyzrpar,283uyzrpar,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_a_M1_a,M1_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M2_a,1,6.84694314,-0.042602432,54,0.678571429,7.406644023,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1406,NA,html-keyboard-response,167,298739,0.0-79.0-1.0,s61zdv8dxm,s61zdv8dxm,It was a diseased tick.<p>,88,S,yes,N,main,second,tick,FALSE,M1_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,20,2,Chair,M1_a_M2_b,1,7.248504072,0.523108431,44,0.722222222,7.562509923,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1546,NA,html-keyboard-response,183,373203,0.0-87.0-1.0,get8def6fv,get8def6fv,It was a diseased tick.<p>,88,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,19,2,Chair,M2_a_M2_b,1,7.343426229,-0.084447022,55,0.722222222,7.562509923,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1889,NA,html-keyboard-response,121,302162,0.0-56.0-1.0,hgmzdnkj4a,hgmzdnkj4a,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Male,Yes,No,18,2,Chair,M1_a_M2_b,1,7.543802868,0.104514793,55,0.722222222,7.562509923,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,646,NA,html-keyboard-response,79,113757,0.0-35.0-1.0,7tkg86ol9v,7tkg86ol9v,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_a_M1_a,M1_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,22,2,Chair,M1_a_M2_a,1,6.470799504,-0.445369587,53,0.678571429,7.406644023,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1178,NA,html-keyboard-response,33,110715,0.0-12.0-1.0,ppfbwv4qee,ppfbwv4qee,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M2_a_M2_b,1,7.071573364,-0.26798687,55,0.722222222,7.562509923,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,599,NA,html-keyboard-response,37,338742,0.0-14.0-1.0,akckycx24g,akckycx24g,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_b_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M1_b_M2_b,1,6.395261598,-0.854462573,53,0.722222222,7.562509923,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1558,NA,html-keyboard-response,49,111853,0.0-20.0-1.0,a7vffppu58,a7vffppu58,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M2_a_M2_b,1,7.351158226,0.633767272,55,0.722222222,7.562509923,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,824,NA,html-keyboard-response,215,285196,0.0-103.0-1.0,cpor6ooyrf,cpor6ooyrf,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_b_M1_a,M1_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,18,2,Chair,M1_a_M2_b,1,6.71417053,-0.378927116,47,0.678571429,7.406644023,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,786,NA,html-keyboard-response,153,327122,0.0-72.0-1.0,h95a546x7t,h95a546x7t,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_b_M1_a,M1_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,22,2,Chair,M1_a_M2_b,1,6.666956792,-0.479640876,54,0.678571429,7.406644023,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,519,NA,html-keyboard-response,149,161666,0.0-70.0-1.0,0ajdaa03qg,0ajdaa03qg,It was a clock tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_b_M1_a,M1_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,22,2,Chair,M1_a_M1_b,1,6.251903883,-1.085250664,54,0.678571429,7.406644023,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1012,NA,html-keyboard-response,111,322856,0.0-51.0-1.0,qwh3r0znd9,qwh3r0znd9,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_b_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M1_b_M2_b,1,6.91968385,-0.709245846,54,0.722222222,7.562509923,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1096,NA,html-keyboard-response,95,176464,0.0-43.0-1.0,ay9r2x69w7,ay9r2x69w7,It was a parasitic tick.<p>,88,S,yes,N,main,second,tick,FALSE,M1_a_M2_a,M2_a,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,21,2,Chair,M1_a_M2_a,1,6.999422468,-0.455204586,55,0.72,7.461121997,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,968,NA,html-keyboard-response,201,385328,0.0-96.0-1.0,gp53f6sonr,gp53f6sonr,It was an audible tick.<p>,88,S,yes,N,main,second,tick,FALSE,M2_a_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,21,2,Chair,M1_b_M2_a,1,6.875232087,-0.624089583,55,0.571428571,7.42052082,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1079,NA,html-keyboard-response,121,476104,0.0-56.0-1.0,qzynf2uvj4,qzynf2uvj4,It was a diseased tick.<p>,88,S,yes,N,main,second,tick,FALSE,M1_b_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,21,2,Chair,M1_b_M2_b,1,6.983789965,-0.751707826,55,0.722222222,7.562509923,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,635,NA,html-keyboard-response,103,176069,0.0-47.0-1.0,jnz8f25w7h,jnz8f25w7h,It was a clock tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_b_M1_a,M1_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Non-binary,Yes,No,20,2,Chair,M1_a_M1_b,1,6.453624999,-0.543324221,50,0.678571429,7.406644023,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,2951,NA,html-keyboard-response,185,412135,0.0-88.0-1.0,6rgcdz39w4,6rgcdz39w4,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_b_M1_a,M1_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Male,Yes,No,20,2,Chair,M1_a_M2_b,1,7.989899375,0.895066149,55,0.678571429,7.406644023,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1271,NA,html-keyboard-response,211,322624,0.0-101.0-1.0,vzelpb82n3,vzelpb82n3,It was a diseased tick.<p>,88,S,yes,N,main,second,tick,FALSE,M1_b_M2_b,M2_b,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,23,2,Chair,M1_b_M2_b,1,7.147559271,0.192991286,55,0.722222222,7.562509923,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,853,NA,html-keyboard-response,33,62522,0.0-12.0-1.0,u6o4d8kkyy,u6o4d8kkyy,It was an audible tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M1_b,1,6.748759547,-0.348936709,55,0.571428571,7.42052082,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1135,NA,html-keyboard-response,191,504687,0.0-91.0-1.0,tf2s8oh48g,tf2s8oh48g,It was an audible tick.<p>,88,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,N,FALSE,Female,Yes,No,20,2,Chair,M1_a_M1_b,1,7.03438793,-0.34002824,54,0.571428571,7.42052082,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1246,NA,html-keyboard-response,103,205481,0.0-47.0-1.0,ws41dycum9,ws41dycum9,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_a,M2_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,18,2,Chair,M1_a_M2_a,1,7.127693699,-0.037987532,55,0.72,7.461121997,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1941,NA,html-keyboard-response,165,282224,0.0-78.0-1.0,dx0jtbvvy4,dx0jtbvvy4,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_a_M1_a,M1_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Male,Yes,No,20,2,Chair,M1_a_M2_a,1,7.570958583,1.283201774,55,0.678571429,7.406644023,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,849,NA,html-keyboard-response,133,274779,0.0-62.0-1.0,pem0uz2krz,pem0uz2krz,It was an audible tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M1_b,1,6.744059186,-0.360689656,55,0.571428571,7.42052082,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1863,NA,html-keyboard-response,173,2310328,0.0-82.0-1.0,ngqxfzd6rf,ngqxfzd6rf,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_a,M2_a,58,New (words from K+B (2007)),Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M2_a,1,7.529943371,1.551170365,56,0.72,7.461121997,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
